"","date","observed_cumulative_cases","Cumulative_Resolved_Cases_by_Ep","observed_active_cases","observed_cumulative_deaths","observed_new_cases","observed_daily_average_cases","observed_new_episodes","observed_new_cases_community_outbreak","Daily_Cases_Linked_to_a_School_","observed_new_cases_institution_outbreak","observed_new_cases_sporadic","observed_new_ICU_p_acute_care","observed_census_ICU_p_acute_care","observed_census_ICU","Cumulative_Rate_for_0_9_Years__","Cumulative_Rate_for_10_19_Years","Cumulative_Rate_for_20_29_Years","Cumulative_Rate_for_30_39_Years","Cumulative_Rate_for_40_49_Years","Cumulative_Rate_for_50_59_Years","Cumulative_Rate_for_60_69_Years","Cumulative_Rate_for_70_79_Years","Cumulative_Rate_for_80_89_Years","Cumulative_Rate_for_90_Years_an","Cumulative_Rate_for_Males__per_","Cumulative_Rate_for_Females__pe","Source_of_Infection_is_a_Close_","Source_of_Infection_is_an_Outbr","Source_of_Infection_is_Travel_b","Number_of_Cases_with_Missing_In","Number_of_Cases_with_No_Known_E","F__No_Known_Epidemiological_Lin","ObjectId","observed_census_acute_care","observed_new_deaths","cumulative_hosp","observed_new_community_cases","num_non_ltch_tests","non_ltch_pct_positivity","7-Day_Average_of_%_Positivity,_Excluding_LTCH","num_ltch_tests","ltch_pct_positivity","7-Day_Average_of_LTCH_%_Positivity","observed_pct_positivity","pct_positivity_7_day","adjusted_new_episodes","adjusted_active_cases","adjusted_episode_cases"
"1094",2023-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,0.00196172248803828,0.195755229057531,18,0.00333333333333333,0.370628494312705,0.20704845814978,0.222006782347051,NA,NA,NA
"1095",2023-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,0.00186206896551724,0.194318831101636,26,0.000769230769230769,0.333998457682668,0.177215189873418,0.217311233241333,NA,NA,NA
"1096",2023-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,0.00152173913043478,0.18748653296499,41,0.00219512195121951,0.329643056985804,0.162361623616236,0.2103300442545,NA,NA,NA
"1097",2023-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,0.00147286821705426,0.176007182291084,14,0,0.256382983725731,0.139705882352941,0.190658752919174,NA,NA,NA
"1098",2023-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,0.00134426229508197,0.171487360513761,27,0.00222222222222222,0.259557586900334,0.141566265060241,0.186757623329861,NA,NA,NA
"1099",2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241,0.00157676348547718,0.16980948350582,27,0.00037037037037037,0.217229544572292,0.145522388059702,0.180993163631539,NA,NA,NA
"1100",2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,0.00121052631578947,0.15642786996276,32,0.0028125,0.167182552091089,0.144144144144144,0.159651993036637,NA,NA,NA
"1101",2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,0.00114130434782609,0.144707610816871,30,0.001,0.133849218757755,0.112149532710281,0.146095003688137,NA,NA,NA
"1102",2023-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,0.00180451127819549,0.143885358140846,51,0.00294117647058824,0.164877014491433,0.198738170347003,0.149169715184364,NA,NA,NA
"1103",2023-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,0.00150537634408602,0.14365160405015,70,0.00385714285714286,0.188620170290338,0.197707736389685,0.154219159866285,NA,NA,NA
"1104",2023-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,0.00138888888888889,0.142451899362073,20,0.001,0.202905884576053,0.136363636363636,0.153741696153527,NA,NA,NA
"1105",2023-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,0.00138528138528139,0.143037886364922,34,0.00176470588235294,0.196369936863634,0.143396226415095,0.154003119204221,NA,NA,NA
"1106",2023-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,0.00167464114832536,0.144436138691324,19,0.00263157894736842,0.228672916535035,0.175438596491228,0.158276863265867,NA,NA,NA
"1107",2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0.00173333333333333,0.151904810370522,10,0,0.188494345106464,0.1625,0.160899128388133,NA,NA,NA
"1108",2023-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,0.00115702479338843,0.15212938816427,3,0,0.174208630820749,0.112903225806452,0.161006798830443,NA,NA,NA
"1109",2023-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,0.00154320987654321,0.148396510997809,33,0.000909090909090909,0.145178837085073,0.148459383753501,0.153824115031371,NA,NA,NA
"1110",2023-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,0.00122950819672131,0.144455537464027,21,0.000952380952380952,0.103682238445617,0.120754716981132,0.142830826544435,NA,NA,NA
"1111",2023-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,0.0012,0.141757124765615,32,0,0.0893965241599032,0.103448275862069,0.138128632187068,NA,NA,NA
"1112",2023-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,0.00134146341463415,0.141131153756368,10,0,0.0641864401262897,0.12890625,0.13605863555634,NA,NA,NA
"1113",2023-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,0.000994764397905759,0.131418628750374,16,0.000625,0.0355210265924552,0.0966183574879227,0.124798601413011,NA,NA,NA
"1114",2023-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,0.00131034482758621,0.125375935811129,15,0.002,0.0640924551638837,0.1375,0.121227172841582,NA,NA,NA
"1115",2023-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,0.00119047619047619,0.125853812912383,9,0.00111111111111111,0.0799654710368996,0.118518518518518,0.122029357514735,NA,NA,NA
"1116",2023-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,0.00140221402214022,0.123839586420912,27,0.00148148148148148,0.0881424792139078,0.140939597315436,0.120955102309297,NA,NA,NA
"1117",2023-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,0.00105726872246696,0.121379022502993,29,0.000344827586206897,0.0794631454114213,0.09765625,0.117655321311992,NA,NA,NA
"1118",2023-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,0.00110687022900763,0.120048597203102,7,0,0.0794631454114213,0.107806691449814,0.118277952110242,NA,NA,NA
"1119",2023-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,0.00138888888888889,0.120726103978169,23,0.00130434782608696,0.0980966857840921,0.138075313807532,0.11958781836846,NA,NA,NA
"1120",2023-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,0.00131221719457014,0.125261143930518,25,0,0.0891681143555206,0.117886178861789,0.122626078564727,NA,NA,NA
"1121",2023-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,0.00123188405797101,0.124140275793158,8,0,0.0605966857840921,0.116438356164383,0.119617272302496,NA,NA,NA
"1122",2023-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,0.000897435897435897,0.119953985892582,14,0.000714285714285714,0.0549277515437293,0.088235294117647,0.115291097388086,NA,NA,NA
"1123",2023-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,0.00115384615384615,0.116405873488381,24,0.000416666666666667,0.0397161113320891,0.109154929577464,0.110750430568376,NA,NA,NA
"1124",2023-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,0.00100840336134454,0.115707796900918,34,0.000882352941176471,0.0473950449745115,0.0992647058823531,0.11098020998014,NA,NA,NA
"1125",2023-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,0.00127853881278539,0.1181602052406,12,0.00333333333333333,0.0950140925935592,0.138528138528139,0.115368988134187,NA,NA,NA
"1126",2023-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,0.00122377622377622,0.115801452881848,22,0.000909090909090909,0.0893675652079013,0.12012987012987,0.112805353323092,NA,NA,NA
"1127",2023-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,0.00130841121495327,0.115747081744464,18,0,0.0893675652079013,0.120689655172414,0.113205849938896,NA,NA,NA
"1128",2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,0.0011,0.11386302377345,11,0,0.0893675652079013,0.104265402843602,0.111466856607356,NA,NA,NA
"1129",2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0.00126582278481013,0.119125693593081,6,0,0.0791634835752483,0.121951219512195,0.116283417378005,NA,NA,NA
"1130",2023-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,0.00117370892018779,0.119409447397962,20,0.001,0.0874968169085816,0.11587982832618,0.11724411719925,NA,NA,NA
"1131",2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,0.000580645161290323,0.0820191443055903,28,0.00107142857142857,0.0661060471619478,0.0655737704918033,0.080304300317539,NA,NA,NA
"1132",2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,0.000902777777777778,0.0800350173214633,16,0.00125,0.0839631900190906,0.09375,0.0804081209155456,NA,NA,NA
"1133",2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,0.000958904109589041,0.0822283742082099,7,0.00285714285714286,0.118286010056196,0.104575163398693,0.0844869454278067,NA,NA,NA
"1134",2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,0.00120689655172414,0.0874741155687183,12,0.00166666666666667,0.14209553386572,0.125,0.0910388467638807,NA,NA,NA
"1135",2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,0.00043956043956044,0.0843687746114483,18,0.00111111111111111,0.151757369614512,0.0550458715596331,0.0899739712723997,NA,NA,NA
