"","date","observed_cumulative_cases","observed_active_cases","observed_cumulative_deaths","observed_new_cases","observed_daily_average_cases","observed_new_episodes","observed_new_cases_community_outbreak","observed_new_cases_institution_outbreak","observed_new_cases_sporadic","observed_new_ICU_p_acute_care","observed_census_ICU","observed_census_ICU_p_acute_care","observed_census_acute_care","observed_new_deaths","cumulative_hosp","observed_new_community_cases","num_non_ltch_tests","non_ltch_pct_positivity","num_ltch_tests","ltch_pct_positivity","observed_pct_positivity","pct_positivity_7_day","adjusted_new_episodes","adjusted_active_cases","adjusted_episode_cases"
"163",2020-08-10,2697,200,261,8,12.7,12,2,0,10,0,1,12,11,0,296,12,1384,0.00578000009059906,27,0,0.566939767922686,0.432955409635084,12.096955583465,201.615926391084,12
"164",2020-08-11,2710,204,261,8,11,13,2,1,10,0,1,12,11,0,296,12,1460,0.00342000007629395,41,0,0.332658235269098,0.396925290509219,13.0568897705185,204.967126098815,13
"165",2020-08-12,2717,187,261,12,11,7,3,0,4,0,2,10,8,0,296,7,1486,0.00268999993801117,7,0,0.267738774808078,0.366740921353581,7.02670938992336,187.713522273667,7
"166",2020-08-13,2739,190,261,11,10.7,22,0,0,22,0,2,9,7,0,296,22,1689,0.00532999992370605,56,0,0.515895121555273,0.397133024248982,22.1617479400868,191.396914028022,22
"167",2020-08-14,2750,185,261,6,10.7,11,4,1,6,1,2,10,8,0,297,10,1882,0.00477999985218048,36,0,0.469028139822923,0.464137044223685,11.0668426341018,186.236588730884,11
"168",2020-08-15,2754,177,261,2,9,4,0,0,4,1,2,11,9,0,298,4,2044,0.00734000027179718,21,0,0.726535620123653,0.470456406465073,4.04141632494478,178.832672378806,4
"169",2020-08-16,2758,158,261,26,10.4,4,0,1,3,0,2,11,9,0,298,3,1196,0.00501999974250793,22,0,0.492932651234769,0.481675472962354,4.02107480173094,159.10993955783,4
"170",2020-08-17,2782,173,262,8,10.4,24,1,4,19,1,1,9,8,1,299,20,1358,0.00662999987602234,32,0,0.647736678535132,0.493217888764132,24.1846218685898,174.596979163302,24
"171",2020-08-18,2808,192,262,15,11.4,26,1,1,24,0,1,7,6,0,299,25,1888,0.00583000004291534,77,0.0519500017166138,0.763724692783889,0.554798811266245,26.2721018519996,194.089742223357,26
"172",2020-08-19,2832,201,262,23,13,24,4,3,15,2,1,7,6,0,301,19,1519,0.0118499994277954,25,0.04,1.23057960691847,0.69234750156773,22.3332099575433,204.525010603485,24
"173",2020-08-20,2849,209,263,24,14.9,17,1,0,16,3,0,6,6,1,304,17,1607,0.00995999991893768,103,0,0.936007009925898,0.752363485620677,17.2267684748686,211.787918308679,17
"174",2020-08-21,2870,216,263,16,16.3,21,3,2,16,0,0,6,6,0,304,19,1804,0.00721000015735626,116,0.00861999988555908,0.729518764093518,0.789576431945047,21.1975353037252,218.245664505507,21
"175",2020-08-22,2889,226,263,16,18.3,19,1,0,18,1,0,7,7,0,305,19,1864,0.00589999973773956,73,0,0.56776455917122,0.766894851808986,19.1537363398454,227.82865330553,19
"176",2020-08-23,2906,236,263,13,16.4,17,1,1,15,0,0,7,7,0,305,16,694,0.0172899997234344,5,0,1.71663230444399,0.941709087981731,17.3914280283709,241.773563418471,17
"177",2020-08-24,2925,252,263,19,18,19,2,0,17,1,1,8,7,0,306,19,1142,0.00962999999523163,58,0,0.91645499954621,0.980097419554742,19.2481529271023,255.291291454198,19
"178",2020-08-25,2939,254,263,23,19.1,14,0,1,13,4,2,11,9,0,310,13,1647,0.0145700001716614,73,0,1.3951622257399,1.0703027814056,14.2584774842379,259.05025238434,14
"179",2020-08-26,2957,262,263,15,18,18,1,4,13,0,2,11,9,0,310,14,1832,0.0049099999666214,41,0,0.480251998870817,0.963113123113079,18.0958190527951,263.79318513088,18
"180",2020-08-27,2970,265,263,16,16.9,13,1,3,9,1,2,9,7,0,311,10,1469,0.00612999975681305,9,0,0.609267228874044,0.916436011534243,13.0868285354163,267.300956188533,13
"181",2020-08-28,2998,275,263,20,17.4,28,0,3,21,1,1,9,8,0,312,21,2137,0.00607999980449677,35,0,0.598202559033591,0.897676553668539,24.1790285185308,277.344421075999,28
"182",2020-08-29,3019,289,263,12,16.9,21,0,2,18,0,1,9,8,0,312,18,1790,0.00726000010967255,11,0.0909099960327148,0.777091068999096,0.927580340786807,20.1993421230874,292.200548531792,21
"183",2020-08-30,3039,303,264,16,17.3,20,0,6,12,2,1,10,9,1,314,12,1402,0.00428000003099442,33,0,0.418157494317364,0.742083939340146,18.0715114834692,304.805664957596,20
"184",2020-08-31,3060,313,264,13,16.4,21,1,3,17,1,1,11,10,0,315,18,1353,0.00517000019550323,54,0,0.497157801315982,0.682184339592971,21.1275326606847,315.217651266351,21
"185",2020-09-01,3085,317,264,18,15.7,25,1,2,22,0,1,11,10,0,315,23,1361,0.0154299998283386,22,0.0909099960327148,1.66306939111269,0.720456791789084,25.5451209373655,324.513188571516,25
"186",2020-09-02,3121,327,264,15,15.7,36,1,9,26,0,1,9,8,0,315,27,1528,0.00261999994516373,51,0,0.253537676770752,0.688069031489075,36.0975575594413,328.181530442123,36
"187",2020-09-03,3143,328,264,24,16.9,22,1,4,17,1,1,8,7,0,316,18,1493,0.00938000023365021,133,0.00751999974250793,0.922785997207461,0.732857426965277,22.2367162964253,332.313496957084,22
"188",2020-09-04,3165,332,264,24,17.4,22,0,3,19,3,1,11,10,0,319,19,2705,0.00813000023365021,258,0.00774999976158142,0.809691210614641,0.763070091476856,22.2192439825878,335.831000116797,22
"189",2020-09-05,3190,339,264,17,18.1,25,1,11,13,2,1,13,12,0,321,14,2256,0.00398999989032745,164,0,0.371960320354493,0.705194270241913,25.0742128833561,340.797011961265,25
"190",2020-09-06,3211,341,264,27,19.7,21,1,3,16,1,1,14,13,0,322,17,1310,0.00611000001430511,192,0.03125,0.932363516560565,0.778652273419513,20.2258857577256,345.531002552025,21
"191",2020-09-07,3252,366,264,29,22,41,2,6,33,0,1,12,11,0,322,35,1290,0.0147300004959106,44,0,1.4244153403092,0.911117636132829,41.7104922468628,373.429718924337,41
"192",2020-09-08,3304,403,264,24,22.9,52,0,14,36,3,1,14,13,0,325,36,1097,0.0127600002288818,4,0,1.27136423715562,0.855159756996104,50.652269615139,410.301795969473,52
"193",2020-09-09,3349,434,264,15,22.9,45,2,10,31,0,1,13,12,0,325,33,1587,0.0144900000095367,29,0,1.42299690687715,1.02222536129702,43.6692256104594,442.801330755739,45
"194",2020-09-10,3426,496,264,33,24.1,77,1,21,52,2,2,14,12,0,327,53,1959,0.0127600002288818,61,0,1.23746734892968,1.06717984011448,74.9346828516902,504.74722064978,77
"195",2020-09-11,3456,510,264,60,29.3,30,0,1,25,0,1,12,11,0,327,25,2314,0.0155599999427795,93,0.0752699995040894,1.78670335776785,1.20675300399351,26.6365713943991,522.986056445742,30
"196",2020-09-12,3505,535,266,47,33.6,49,0,4,42,1,0,12,12,2,328,42,1900,0.0168400001525879,26,0,1.66126688940379,1.39093965671483,46.9943593373279,547.666243939772,49
"197",2020-09-13,3540,548,267,31,34.1,35,1,5,29,1,1,11,10,1,329,30,1199,0.0166799998283386,44,0,1.6089557356539,1.48759568801388,35.687891602186,560.565486599931,35
"198",2020-09-14,3608,598,269,59,38.4,68,0,19,49,1,1,11,10,2,330,49,2394,0.0141999995708466,218,0.0412799978256226,1.6460121936674,1.51925238135077,69.1494333262543,612.027778144899,68
"199",2020-09-15,3680,646,270,41,40.9,72,0,14,55,1,1,11,10,1,331,55,2961,0.0121599996089935,28,0,1.20460886056306,1.5097158989804,69.9441987027274,657.090042944762,72
"200",2020-09-16,3756,684,271,41,44.6,76,0,7,66,1,0,11,11,1,332,66,1887,0.0190799999237061,162,0.00616999983787537,1.80592971350753,1.56442058564189,74.6986325256619,701.604009811405,76
"201",2020-09-17,3806,709,275,57,48,50,2,4,38,2,2,11,9,4,334,40,2512,0.0191100001335144,208,0.00481000006198883,1.80164707162801,1.6450176888845,45.0270329284289,727.204158656403,50
"202",2020-09-18,3894,777,275,46,46,88,1,6,78,0,2,11,9,0,334,79,2409,0.0128699994087219,281,0.0213499999046326,1.37558284568077,1.58628618715778,86.5487042820843,792.232192749107,88
"203",2020-09-19,3964,828,277,46,45.9,70,2,4,60,0,2,10,8,2,334,62,2101,0.0214199995994568,161,0,1.98954107685494,1.6331824996508,67.7579206035318,851.476746124586,70
"204",2020-09-20,4007,860,277,76,52.3,43,1,4,34,2,2,11,9,0,336,35,2847,0.0186199998855591,112,0,1.79152212484578,1.6592634123925,39.8936035324569,881.957115368941,43
"205",2020-09-21,4116,940,277,56,51.9,109,2,22,82,1,3,12,9,0,337,84,2949,0.0189900004863739,73,0,1.85312744653596,1.68885130565944,108.218396804842,964.824916625613,109
"206",2020-09-22,4226,1020,277,85,58.1,110,0,27,82,3,3,15,12,0,340,82,2507,0.0135599994659424,64,0.03125,1.40003573166541,1.71676943010263,110.636091652513,1040.35138397028,110
"207",2020-09-23,4333,1080,278,67,61.9,107,0,26,76,2,3,16,13,1,342,76,1896,0.0168799996376038,7,0.571430015563965,1.89198578149472,1.7290631541008,104.049208351512,1109.1203292057,107
"208",2020-09-24,4434,1133,279,38,59.1,101,2,18,75,2,3,18,15,1,344,77,2730,0.0128199994564056,55,0,1.25668217292593,1.65121102571479,96.3790208612676,1153.29130695865,101
"209",2020-09-25,4553,1196,281,57,60.7,119,5,16,86,3,3,20,17,2,347,91,3291,0.0133700001239777,59,0.0339000010490417,1.37315732745982,1.6508645231118,108.780804923194,1219.40486470484,119
"210",2020-09-26,4638,1243,283,76,65,85,3,14,66,3,4,21,17,2,350,69,3437,0.0299699997901917,12,0,2.98657260883992,1.79329759910965,85.9368165911916,1295.90526120074,85
"211",2020-09-27,4720,1273,284,109,69.7,82,2,12,64,2,4,22,18,1,352,66,2684,0.0331599998474121,13,0,3.30001629923819,2.00879676687999,81.1039497158575,1332.86860588313,82
"212",2020-09-28,4835,1343,285,86,74,115,3,11,97,6,4,27,23,1,358,100,3135,0.0258400011062622,192,0.0104200005531311,2.49501182970644,2.10049453590435,114.555717635104,1390.75328783944,115
"213",2020-09-29,4942,1374,288,58,70.1,107,5,18,74,4,3,27,24,3,362,79,2165,0.0263299989700317,79,0.0253200006484985,2.62944419881239,2.27612431692535,99.9603680381657,1425.4879200562,107
"214",2020-09-30,5025,1404,288,108,76,83,1,10,67,5,5,30,25,0,367,68,3170,0.0305999994277954,281,0.0142299997806549,2.92670611777674,2.42394150782278,80.8362380865901,1462.55997461136,83
"215",2020-10-01,5126,1440,290,105,85.6,101,2,11,78,3,5,29,24,2,370,80,3844,0.0226300001144409,120,0.00833000004291534,2.21971040476944,2.56151696951471,93.5307017264092,1485.55263107537,101
"216",2020-10-02,5222,1490,291,115,93.9,96,0,13,79,1,5,29,24,1,371,79,3362,0.021710000038147,197,0,2.05082945007727,2.65832727274577,94.3089327997452,1533.54822622304,96
"217",2020-10-03,5294,1502,292,65,92.3,72,2,6,63,5,6,31,25,1,376,65,3113,0.0301999998092651,485,0.0103100001811981,2.75188853513406,2.62480097650208,73.549170312747,1560.90544322686,72
"218",2020-10-04,5351,1482,292,77,87.7,57,1,7,47,3,6,32,26,0,379,48,3118,0.0291899991035461,102,0,2.826534695803,2.55716074743991,56.9335268832514,1541.69764252039,57
"219",2020-10-05,5428,1482,292,82,87.1,77,3,13,58,3,6,33,27,0,382,61,3821,0.0177999997138977,238,0.00839999973773956,1.72488294763206,2.44714233571499,75.4994918869082,1518.43027830161,78
"220",2020-10-06,5503,1453,293,139,98.7,75,5,15,52,2,7,34,27,1,384,57,2158,0.0194599997997284,55,0,1.89763576899295,2.34259827431222,73.5414958864845,1492.29462321161,75
"221",2020-10-07,5604,1467,293,173,108,101,12,22,63,3,10,36,26,0,387,75,2268,0.0313100004196167,76,0,3.02948297575472,2.35728068259479,100.238056603745,1530.33638716925,101
"222",2020-10-08,5684,1426,293,85,105.1,80,5,14,55,2,9,36,27,0,389,60,2434,0.0271199989318848,182,0,2.52332100153699,2.40065362499015,76.1576371408022,1477.27984271307,80
"223",2020-10-09,5767,1427,293,96,102.4,83,5,19,57,2,9,37,28,0,391,62,2508,0.0207299995422363,247,0.00810000002384186,1.95976547578285,2.38764448580523,82.7316114495183,1466.85499255585,83
"224",2020-10-10,5832,1412,294,68,102.9,65,5,8,50,6,9,43,34,1,397,55,2628,0.0300600004196167,21,0,2.98216991705371,2.42054182607947,65.3374898352306,1472.00973904265,65
"225",2020-10-11,5896,1377,294,138,111.6,64,6,6,48,5,10,46,36,0,402,54,2660,0.0233100008964539,238,0.0168099999427795,2.2776184393012,2.34212521800778,61.7527879809176,1421.6960935134,64
"226",2020-10-12,5957,1348,294,62,108.7,61,2,13,43,3,10,46,36,0,405,45,1994,0.0150499999523163,237,0.0126600003242493,1.47961093598233,2.30708635920068,58.9488874505467,1376.42445074082,61
"227",2020-10-13,6042,1369,295,74,99.4,85,5,9,68,1,7,45,38,1,406,73,2117,0.0302300000190735,18,0,2.9975133508374,2.4642117280356,85.1184489780669,1427.48159795854,85
"228",2020-10-14,6109,1374,297,84,86.7,67,2,15,49,2,7,45,38,2,408,51,3004,0.0296300005912781,110,0.0363599991798401,2.98677333609447,2.45811035094128,68.1708364158232,1432.48488696747,67
"229",2020-10-15,6195,1399,297,107,89.9,86,4,24,52,5,8,49,41,0,413,56,2119,0.021710000038147,105,0.00952000021934509,2.11344829603708,2.39955710729844,81.6866862758204,1441.13703749773,86
"230",2020-10-16,6270,1419,298,77,87.1,75,2,10,59,4,8,47,39,1,417,61,3126,0.0214299988746643,280,0.0035699999332428,1.99617664308598,2.40475870262745,72.7353355398708,1459.3678873947,75
"231",2020-10-17,6317,1401,299,64,86.6,47,3,8,36,6,8,50,42,1,423,39,3037,0.0214000010490417,149,0,2.03991849296735,2.2701513563294,48.1337885811082,1441.72917441366,47
"232",2020-10-18,6374,1368,302,74,77.4,57,1,11,40,2,6,49,43,3,425,41,1144,0.0271000003814697,37,0.0540500020980835,2.79443272769098,2.34398196895651,53.6327969193491,1422.47966306511,57
"233",2020-10-19,6438,1348,303,69,78.4,64,1,6,57,3,6,48,42,1,428,58,1334,0.0374799990653992,27,0,3.67364575703472,2.65741551482114,67.0365464290686,1418.57352735146,64
"234",2020-10-20,6516,1352,305,46,74.4,78,3,14,57,4,5,46,41,2,432,60,1595,0.0250799989700317,48,0.0208299994468689,2.49558358677117,2.58571126281168,76.1339194781457,1400.08431890755,78
"235",2020-10-21,6604,1376,308,69,72.3,88,1,46,40,4,4,45,41,3,436,41,2258,0.0305599999427795,446,0.00897000014781952,2.69989274913919,2.54472832181807,88.5775568757421,1428.94434782978,88
"236",2020-10-22,6669,1361,308,88,69.6,65,1,24,36,1,3,44,41,0,437,37,2238,0.0268099999427795,87,0.0114900004863739,2.62367354469914,2.6176176430555,62.3834586300593,1411.88884312191,65
"237",2020-10-23,6748,1363,309,92,71.7,79,1,13,64,2,3,37,34,1,439,65,2768,0.0245700001716614,65,0.0153799998760223,2.4359145946735,2.68043735042515,80.2564726331935,1410.31649536989,79
"238",2020-10-24,6813,1354,312,63,71.6,65,2,17,41,2,3,36,33,3,441,43,2358,0.0211999988555908,191,0,1.96114544140773,2.6691840573452,61.2018019793076,1391.84278790657,65
"239",2020-10-25,6883,1335,314,69,70.9,70,1,24,42,3,3,38,35,2,444,43,1751,0.0308400011062622,77,0,2.95409419787008,2.69199283879936,68.8102870797349,1391.20309887084,70
"240",2020-10-26,6956,1295,315,77,72,73,1,16,51,4,3,39,36,1,448,52,995,0.0392000007629395,121,0.0165299999713898,3.67420526484435,2.69207276848645,70.7228355696823,1362.80907812959,73
"241",2020-10-27,7034,1265,317,61,74.1,78,0,15,60,2,3,32,29,2,450,60,1354,0.0288000011444092,116,0,2.65273479928776,2.71452294170311,77.2682960765418,1312.82324228042,78
"242",2020-10-28,7146,1271,320,93,77.6,112,2,69,38,2,2,30,28,3,452,40,1900,0.0405299997329712,166,0.01807000041008,3.87253724882471,2.88204358451533,111.207548489237,1341.1448532455,112
"243",2020-10-29,7210,1255,321,65,74.3,64,0,18,42,9,2,38,36,1,461,42,2190,0.0292199993133545,96,0,2.79929127280168,2.90713183138712,61.675529340147,1305.06641242582,64
"244",2020-10-30,7260,1224,323,122,78.6,50,1,9,36,4,2,41,39,2,465,37,2789,0.0358599996566772,105,0.0571400022506714,3.66320799166528,3.0824594595288,47.9316033886955,1287.89952831793,50
"245",2020-10-31,7299,1154,324,83,81.4,39,0,5,32,2,2,40,38,1,467,32,2352,0.0276399993896484,322,0,2.43116224997955,3.1496047178962,38.1087115670556,1193.98291088694,39
"246",2020-11-01,7349,1113,327,50,78.7,50,1,6,40,1,2,38,36,3,468,41,1714,0.0256699991226196,104,0,2.42015283257261,3.07332737999656,48.4141038537878,1151.38774607965,50
"247",2020-11-02,7413,1066,327,56,75.7,64,3,8,47,6,2,43,41,0,474,50,1030,0.0174800002574921,14,0.0714300012588501,1.82034677038705,2.80849045221695,59.2971159167271,1093.65451134462,64
"248",2020-11-03,7484,996,328,36,72.1,71,1,36,33,2,2,44,42,1,476,34,1456,0.0219799995422363,13,0,2.1785486271951,2.74074957048942,71.0556035251386,1026.92297385406,71
"249",2020-11-04,7549,919,332,53,66.4,65,5,1,51,1,1,41,40,4,477,56,1466,0.0272900009155273,295,0.0033899998664856,2.32863096551824,2.52019153001707,58.8584177802479,949.49796321514,65
"250",2020-11-05,7596,876,332,45,63.6,47,0,6,34,5,2,44,42,0,482,34,2536,0.0240499997138977,41,0,2.36673648717286,2.45839798921295,41.1467888977766,905.546678660361,47
"251",2020-11-06,7670,870,336,79,57.4,74,1,12,58,5,3,47,44,4,487,59,2342,0.0234800004959106,116,0.0258599996566772,2.35923194148076,2.27211569632945,72.9837060035743,899.251258018808,74
"252",2020-11-07,7705,835,341,75,56.3,35,3,4,25,3,4,47,43,5,490,28,2499,0.0276099991798401,142,0,2.61254782091709,2.2980279207491,33.0425020954447,866.088901774869,35
"253",2020-11-08,7742,774,341,47,55.9,37,1,5,29,1,4,48,44,0,491,30,1176,0.0204099988937378,92,0.0108700001239777,1.97178223268467,2.23397497790797,35.8430141421212,795.749764866728,37
"254",2020-11-09,7813,744,345,31,52.3,71,3,24,42,7,4,47,43,4,498,45,711,0.0210999989509583,20,0.1,2.3258685710166,2.3061923779979,70.4915998827715,768.661118061823,71
"255",2020-11-10,7880,753,345,52,54.6,67,0,11,54,3,5,48,43,0,501,54,1374,0.0334800004959106,17,0,3.30708272332,2.46741153458718,67.5450333336404,788.489075930208,67
"256",2020-11-11,7936,751,348,77,58,56,0,6,48,2,5,47,42,3,503,48,2375,0.0261100006103516,241,0.0290499997138977,2.63808491516187,2.51161924167912,55.8046154223188,779.234712128364,56
"257",2020-11-12,7978,741,350,60,60.1,42,1,8,31,3,3,44,41,2,506,32,2318,0.0215700006484985,214,0.00467000007629395,2.0141643570121,2.4612517945133,40.9185431044717,762.270013762922,42
"258",2020-11-13,8017,717,352,79,60.1,39,1,7,27,0,3,36,33,2,506,28,2719,0.0217000007629395,200,0,2.02131901591067,2.41297851943186,35.806580186888,737.654214071381,39
"259",2020-11-14,8038,693,352,50,56.6,21,3,2,14,3,3,37,34,0,509,17,1710,0.015789999961853,245,0.0163300001621246,1.58576726212221,2.26629558246116,19.384187318807,708.661283054897,21
"260",2020-11-15,8068,650,354,30,54.1,30,1,1,25,0,2,35,33,2,509,26,984,0.0152400004863739,306,0.00653999984264374,1.31762794034426,2.17284496926967,27.4882258835543,662.205647088856,30
"261",2020-11-16,8112,612,357,11,51.3,44,0,3,39,3,2,33,31,3,512,39,735,0.0122399997711182,53,0,1.14167510555481,2.0036744742037,42.634544077362,621.957460906295,44
"262",2020-11-17,8153,589,357,40,49.6,41,1,10,29,1,2,32,30,0,513,30,1828,0.020789999961853,38,0,2.03666237568421,1.82218585311287,40.8707529447054,606.095782814383,41
"263",2020-11-18,8195,582,357,66,48,42,3,6,31,1,2,32,30,0,514,34,2684,0.0204900002479553,20,0.05,2.07082694768905,1.74114900061676,41.0034075891833,599.175976967785,42
"264",2020-11-19,8215,563,358,53,47,20,2,1,17,0,2,30,28,1,514,19,2476,0.0121200001239777,187,0.0160399997234344,1.23952685900304,1.63048650090118,20.3356326480141,572.945325306945,20
"265",2020-11-20,8240,520,358,28,39.7,25,1,2,20,1,2,30,28,0,515,21,2643,0.00757000029087067,222,0.0225200009346008,0.872842966012306,1.46641849377284,23.261222190971,526.46835901452,25
"266",2020-11-21,8269,488,359,27,36.4,29,4,4,19,2,2,31,29,1,517,23,1495,0.0187300002574921,71,0,1.7880811229215,1.49532047388702,27.5860972867526,500.435455475447,29
"267",2020-11-22,8296,475,362,26,35.9,27,3,4,19,3,4,31,27,3,520,22,1220,0.0147500002384186,36,0,1.4327229530948,1.51176261856567,26.4491998018502,484.698632085403,27
"268",2020-11-23,8336,457,364,20,37.1,40,2,9,26,1,3,27,24,2,521,28,922,0.0173500001430511,13,0,1.71087701945381,1.5930771776941,37.6827024805244,468.142679771416,40
"269",2020-11-24,8379,466,364,21,34.4,43,2,7,33,1,3,23,20,0,522,35,1403,0.00855000019073486,41,0.0975599956512451,1.10772923056108,1.46037244267651,42.5525305770479,473.356549968695,43
"270",2020-11-25,8434,474,365,38,30.4,55,4,10,39,2,2,23,21,1,524,43,2618,0.0122200000286102,72,0.0138900005817413,1.22646989281736,1.33975000626627,53.7515882879605,482.28494996496,55
"271",2020-11-26,8479,490,365,60,31.4,45,3,4,37,3,2,23,21,0,527,40,3059,0.0143799996376038,224,0.00446000009775162,1.37031553193196,1.35843410239897,44.7811514229366,499.569104930973,45
"272",2020-11-27,8527,503,366,56,35.4,48,2,3,42,3,1,24,23,1,530,44,3154,0.0177600002288818,336,0.00298000007867813,1.63370546556817,1.46712874519267,48.0244271857719,514.711065328256,48
"273",2020-11-28,8571,505,367,60,40.1,44,2,3,39,2,1,25,24,1,532,41,2597,0.0119400000572205,191,0,1.1122015835223,1.3705745252785,44.649863316184,513.004414016413,44
"274",2020-11-29,8616,517,369,22,39.6,45,0,4,38,5,1,28,27,2,537,38,898,0.0245000004768372,12,0,2.41769235474723,1.51128443980027,43.3093003692715,534.813376076668,45
"275",2020-11-30,8659,523,370,47,43.4,43,1,7,34,1,1,25,24,1,538,35,1135,0.0229099988937378,61,0,2.17415123280873,1.57746647027955,43.0844572862312,539.204890305683,43
"276",2020-12-01,8713,544,370,34,45.3,54,2,12,39,3,1,27,26,0,541,41,1906,0.0141700005531311,113,0.0176999998092651,1.43675686145195,1.62447041754967,53.8395021121768,555.138759732297,54
"277",2020-12-02,8755,558,371,49,46.9,42,1,5,34,6,1,31,30,1,547,35,2859,0.0101400005817413,81,0.0123500001430511,1.0200888324757,1.59498740892943,40.5088159233303,566.111979577666,42
"278",2020-12-03,8793,557,372,38,43.7,38,0,5,32,3,1,33,32,1,550,32,3327,0.0102199995517731,202,0,0.963500666158943,1.53687099953329,37.4393965616426,564.648246401091,38
"279",2020-12-04,8836,561,374,55,43.6,43,1,5,33,2,1,31,30,2,552,34,2994,0.0110199999809265,165,0.0121200001239777,1.10774548791865,1.46173385986907,39.5367518665437,569.856405797972,43
